city,year,sport,discipline,event,athlete,gender,country_code,country,event_gender,medal,decade,continent,repeat_medalist,sport_group
Montreal,1976,Aquatics,Diving,3M Springboard,"Köhler, Christa",Women,Gdr,East Germany,W,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Diving,3M Springboard,"Kosenkov, Aleksandr",Men,Urs,Soviet Union,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Diving,3M Springboard,"Boggs, Philip George",Men,Usa,United States,M,Gold,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Diving,3M Springboard,"Cagnotto, Giorgio Franco",Men,Ita,Italy,M,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Diving,10M Platform,"Wilson, Deborah Keplar",Women,Usa,United States,W,Bronze,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Diving,10M Platform,"Louganis, Gregory",Men,Usa,United States,M,Silver,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Diving,10M Platform,"Vaytsekhovskaya, Elena",Women,Urs,Soviet Union,W,Gold,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Diving,3M Springboard,"Potter-Mcingvale, Cynthia",Women,Usa,United States,W,Bronze,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Diving,10M Platform,"Dibiasi, Klaus",Men,Ita,Italy,M,Gold,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Diving,10M Platform,"Aleinik, Vladimir",Men,Urs,Soviet Union,M,Bronze,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Diving,10M Platform,"Knape-Lindbergh, Ulrika",Women,Swe,Sweden,W,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Diving,3M Springboard,"Chandler, Jennifer Kay",Women,Usa,United States,W,Gold,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"Babashoff, Shirley Farber",Women,Usa,United States,W,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,400M Freestyle,"Shaw, Timothy Andrew",Men,Usa,United States,M,Silver,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"Priemer, Petra",Women,Gdr,East Germany,W,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,1500M Freestyle,"Holland, Stephen",Men,Aus,Australia,M,Bronze,1970,Oceania,No,Water Sports
Montreal,1976,Aquatics,Swimming,400M Individual Medley,"Smirnov, Andrei",Men,Urs,Soviet Union,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Anke, Hannelore",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,800M Freestyle,"Babashoff, Shirley Farber",Women,Usa,United States,W,Silver,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,800M Freestyle,"Thümer, Petra",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"Smith, Rebecca",Women,Can,Canada,W,Bronze,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Backstroke,"Rocca, Peter Drake",Men,Usa,United States,M,Silver,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,400M Freestyle,"Goodell, Brian Stuart",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,400M Individual Medley,"Mckee, Alexander Timothy",Men,Usa,United States,M,Silver,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Evans, Clayton",Men,Can,Canada,M,Silver,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,200M Freestyle,"Montgomery, James Paul",Men,Usa,United States,M,Bronze,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Butterfly,"Vogel, Matthew Haynes",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Backstroke,"Matthes, Roland",Men,Gdr,East Germany,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,100M Backstroke,"Naber, John Phillips",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Backstroke,"Rocca, Peter Drake",Men,Usa,United States,M,Silver,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Kraus, Michael",Men,Frg,West Germany,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,200M Freestyle,"Brigitha, Enith",Women,Ned,Netherlands,W,Bronze,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"Dunne, David Michael",Men,Gbr,United Kingdom,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"Naber, John Phillips",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"Hempel, Claudia",Women,Gdr,East Germany,W,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Mac Donald, Gary",Men,Can,Canada,M,Silver,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"Bogdanov, Andrei",Men,Urs,Soviet Union,M,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,100M Butterfly,"Hall, Gary Wayne",Men,Usa,United States,M,Bronze,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,400M Individual Medley,"Smith, Rebecca",Women,Can,Canada,W,Bronze,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Breaststroke,"Koshevaya, Marina",Women,Urs,Soviet Union,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Backstroke,"Garapick, Nancy Ellen",Women,Can,Canada,W,Bronze,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,800M Freestyle,"Weinberg, Wendy Elizabeth",Women,Usa,United States,W,Bronze,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"Montgomery, James Paul",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"Raskatov, Vladimir",Men,Urs,Soviet Union,M,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Ender, Kornelia",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Jardin, Anne Elizabeth",Women,Can,Canada,W,Bronze,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Breaststroke,"Yozaitis, Arvidas",Men,Urs,Soviet Union,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Wright, Camille",Women,Usa,United States,W,Silver,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"Krylov, Andrei",Men,Urs,Soviet Union,M,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"Downie, Gordon Hunter",Men,Gbr,United Kingdom,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,200M Breaststroke,"Wilkie, David Andrew",Men,Gbr,United Kingdom,M,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"Peyton, Kim Marie",Women,Usa,United States,W,Gold,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Montgomery, James Paul",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Butterfly,"Tauber, Ulrike",Women,Gdr,East Germany,W,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"Clark, Barbara Lynny",Women,Can,Canada,W,Bronze,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"Amundrud, Gail",Women,Can,Canada,W,Bronze,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,100M Butterfly,"Ender, Kornelia",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Butterfly,"Bruner, Michael Lee",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,400M Individual Medley,"Gibson, Cheryl",Women,Can,Canada,W,Silver,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,200M Backstroke,"Naber, John Phillips",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Freestyle,"Ender, Kornelia",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Butterfly,"Boglioli, Wendy Lansbach",Women,Usa,United States,W,Bronze,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Smith, Graham",Men,Can,Canada,M,Silver,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Vogel, Matthew Haynes",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Smith-Sloan, Susan Estelle",Women,Can,Canada,W,Bronze,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Cook-Hogg, Wendy",Women,Can,Canada,W,Bronze,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,100M Butterfly,"Pollack, Andrea",Women,Gdr,East Germany,W,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Butterfly,"Bottom, Joseph Stuart",Men,Usa,United States,M,Silver,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,400M Freestyle,"Thümer, Petra",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Richter, Ulrike",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Freestyle,"Furniss, Bruce Macfarlane",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Breaststroke,"Koshevaya, Marina",Women,Urs,Soviet Union,W,Bronze,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Butterfly,"Gregg, Steven Garrett",Men,Usa,United States,M,Silver,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"Ender, Kornelia",Women,Gdr,East Germany,W,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"Mcclatchey, Alan",Men,Gbr,United Kingdom,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,100M Breaststroke,"Rusanova, Lyubov",Women,Urs,Soviet Union,W,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,400M Individual Medley,"Strachan, Rodney",Men,Usa,United States,M,Gold,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,400M Freestyle,"Raskatov, Vladimir",Men,Urs,Soviet Union,M,Bronze,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,400M Individual Medley,"Tauber, Ulrike",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,1500M Freestyle,"Goodell, Brian Stuart",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Pickell, Stephen",Men,Can,Canada,M,Silver,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,200M Backstroke,"Harrigan, Daniel Lee",Men,Usa,United States,M,Bronze,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,200M Butterfly,"Kother-Gabriel, Rosemarie",Women,Gdr,East Germany,W,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"Pollack, Andrea",Women,Gdr,East Germany,W,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Freestyle,"Montgomery, James Paul",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Breaststroke,"Yurchenya, Marina",Women,Urs,Soviet Union,W,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,200M Backstroke,"Treiber, Birgit",Women,Gdr,East Germany,W,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Breaststroke,"Rusanova, Lyubov",Women,Urs,Soviet Union,W,Bronze,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"Boglioli, Wendy Lansbach",Women,Usa,United States,W,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"Bruner, Michael Lee",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Babashoff, Shirley Farber",Women,Usa,United States,W,Silver,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Backstroke,"Treiber, Birgit",Women,Gdr,East Germany,W,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Breaststroke,"Hencken, John Frederick",Men,Usa,United States,M,Silver,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Freestyle,"Babashoff, Jack, Jr.",Men,Usa,United States,M,Silver,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,200M Butterfly,"Pollack, Andrea",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Freestyle,"Brigitha, Enith",Women,Ned,Netherlands,W,Bronze,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Siering, Laura Gail",Women,Usa,United States,W,Silver,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,400M Freestyle,"Babashoff, Shirley Farber",Women,Usa,United States,W,Silver,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"Koplyakov, Sergei",Men,Urs,Soviet Union,M,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Breaststroke,"Colella, Richard Phillip Jr.",Men,Usa,United States,M,Bronze,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Naber, John Phillips",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Freestyle,"Babashoff, Shirley Farber",Women,Usa,United States,W,Silver,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Backstroke,"Garapick, Nancy Ellen",Women,Can,Canada,W,Bronze,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Steinbach, Klaus",Men,Frg,West Germany,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"Sterkel, Gillian Ann",Women,Usa,United States,W,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Freestyle,"Nocke, Peter",Men,Frg,West Germany,M,Bronze,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Butterfly,"Forrester, William Ronald, Jr.",Men,Usa,United States,M,Bronze,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Nocke, Peter",Men,Frg,West Germany,M,Bronze,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Hencken, John Frederick",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Breaststroke,"Anke, Hannelore",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Pollack, Andrea",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Kusch, Walter",Men,Frg,West Germany,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,400M Freestyle,"Smith, Shannon",Women,Can,Canada,W,Bronze,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Corsiglia, Robin Marie",Women,Can,Canada,W,Bronze,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,100M Backstroke,"Richter, Ulrike",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,1500M Freestyle,"Hackett, Robert William",Men,Usa,United States,M,Silver,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,100M Breaststroke,"Wilkie, David Andrew",Men,Gbr,United Kingdom,M,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"Brinkley, Brian",Men,Gbr,United Kingdom,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Swimming,100M Breaststroke,"Hencken, John Frederick",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Freestyle,"Naber, John Phillips",Men,Usa,United States,M,Silver,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"Furniss, Bruce Macfarlane",Men,Usa,United States,M,Gold,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"Jezek, Linda Louise",Women,Usa,United States,W,Silver,1970,North America,No,Water Sports
Montreal,1976,Aquatics,Swimming,100M Freestyle,"Priemer, Petra",Women,Gdr,East Germany,W,Silver,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"Jardin, Anne Elizabeth",Women,Can,Canada,W,Bronze,1970,North America,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,200M Backstroke,"Richter, Ulrike",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Swimming,100M Freestyle,"Ender, Kornelia",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"De Zwarte, Pieter",Men,Ned,Netherlands,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Veer, Jan Evert",Men,Ned,Netherlands,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Kroon, Evert Gerrit",Men,Ned,Netherlands,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Horkai, Gyorgy",Men,Hun,Hungary,M,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Castagnola, Luigi",Men,Ita,Italy,M,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Smits, Hans",Men,Ned,Netherlands,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Stroboer, Gijsbert (Gijs)",Men,Ned,Netherlands,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Csapo, Gabor",Men,Hun,Hungary,M,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Cservenyak, Tibor",Men,Hun,Hungary,M,Gold,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Gerendas, Gyorgy",Men,Hun,Hungary,M,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Buunk, Antoon G.J.",Men,Ned,Netherlands,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Sudar, Attila",Men,Hun,Hungary,M,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Kenez, Gyorgy",Men,Hun,Hungary,M,Gold,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Molnar, Endre",Men,Hun,Hungary,M,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Boegschoten, Alexander",Men,Ned,Netherlands,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Sarosi, Laszlo",Men,Hun,Hungary,M,Gold,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Del Duca, Marcello",Men,Ita,Italy,M,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Simeoni, Roldano",Men,Ita,Italy,M,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Alberani Samaritani, Alberto",Men,Ita,Italy,M,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Baracchini, Silvio",Men,Ita,Italy,M,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Panerai, Umberto",Men,Ita,Italy,M,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Marsili, Sante",Men,Ita,Italy,M,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"De Magistris, Gianni",Men,Ita,Italy,M,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Konrad, Ferenc",Men,Hun,Hungary,M,Gold,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Toonen, Hendrik (Rik)",Men,Ned,Netherlands,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"De Magistris, Riccardo",Men,Ita,Italy,M,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Szivos, Istvan",Men,Hun,Hungary,M,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Landeweerd, Nicolaas",Men,Ned,Netherlands,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Farago, Tamas",Men,Hun,Hungary,M,Gold,1970,Europe,Yes,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Hoepelman, Andries",Men,Ned,Netherlands,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Ghibellini, Alessandro",Men,Ita,Italy,M,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"D, Vincenzo",Men,Ita,Italy,M,Silver,1970,Europe,No,Water Sports
Montreal,1976,Aquatics,Water Polo,Water Polo,"Van Zeeland, Hans",Men,Ned,Netherlands,M,Bronze,1970,Europe,No,Water Sports
Montreal,1976,Archery,Archery,Individual Fita Round,"Ryon, Luann Marie",Women,Usa,United States,W,Gold,1970,North America,No,Other Sports
Montreal,1976,Archery,Archery,Individual Fita Round,"Pace, Darrell Owen",Men,Usa,United States,M,Gold,1970,North America,Yes,Other Sports
Montreal,1976,Archery,Archery,Individual Fita Round,"Michinaga, Hiroshi",Men,Jpn,Japan,M,Silver,1970,Asia,No,Other Sports
Montreal,1976,Archery,Archery,Individual Fita Round,"Ferrari, Giancarlo",Men,Ita,Italy,M,Bronze,1970,Europe,Yes,Other Sports
Montreal,1976,Archery,Archery,Individual Fita Round,"Rustamova, Zebiniso",Women,Urs,Soviet Union,W,Bronze,1970,Europe,No,Other Sports
Montreal,1976,Archery,Archery,Individual Fita Round,"Kovpan, Valentina",Women,Urs,Soviet Union,W,Silver,1970,Europe,No,Other Sports
Montreal,1976,Athletics,Athletics,4X400M Relay,"Stropahl-Streidt, Ellen",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Richter-Irrgang, Annegret",Women,Frg,West Germany,W,Silver,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Long Jump,"Robinson, Arnie",Men,Usa,United States,M,Gold,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Herrmann, Bernd",Men,Frg,West Germany,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Frazier, Herman Ronald",Men,Usa,United States,M,Gold,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,High Jump,"Witschas-Ackermann, Rosemarie",Women,Gdr,East Germany,W,Gold,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,100M Hurdles,"Schaller-Klier, Johanna",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,400M,"Juantorena, Alberto",Men,Cub,Cuba,M,Gold,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,5000M,"Hildenbrand, Klaus-Peter",Men,Frg,West Germany,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,100M,"Stecher, Renate",Women,Gdr,East Germany,W,Silver,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Riddick, Steven Earl",Men,Usa,United States,M,Gold,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,Pentathlon,"Bodner-Laser, Christine",Women,Gdr,East Germany,W,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Long Jump,"Wartenberg, Frank",Men,Gdr,East Germany,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,200M,"Evans, Dwayne Eugene",Men,Usa,United States,M,Bronze,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,200M,"Hampton, Millard Frank Jr.",Men,Usa,United States,M,Silver,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Hammer Throw,"Sedykh, Yuri",Men,Urs,Soviet Union,M,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Pentathlon,"Pollak, Burglinde",Women,Gdr,East Germany,W,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Decathlon,"Avilov, Nikolai",Men,Urs,Soviet Union,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,High Jump,"Stones, Dwight Edwin",Men,Usa,United States,M,Bronze,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,800M,"Wohlhuter, Richard Charles",Men,Usa,United States,M,Bronze,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,100M Hurdles,"Anisimova, Tatiana",Women,Urs,Soviet Union,W,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,800M,"Kazankina, Tatiana",Women,Urs,Soviet Union,W,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Werner, Jan",Men,Pol,Poland,M,Silver,1970,Europe,No,Track & Field
